1chr_position	sample3	sample1	sample4	sample2
chr20,16366869,16367967	0.538	0.875	0.261	0.973
chr20,17566698,17567376	0.920	0.714	0.971	0.667
chr20,8154227,8154787	NA	0.636	1.000	0.375
chr20,23373874,23375025	0.964	0.837	0.720	1.000
chr20,58698582,58699747	0.692	0.462	0.609	0.283
chr20,47345608,47348239	0.419	0.508	0.282	0.435
chr20,59159979,59160453	NA	0.636	0.632	0.350
chr20,61366956,61367187	NA	0.818	NA	0.188
chr20,41778357,41778575	1.000	0.727	NA	1.000
chr20,60560034,60561011	0.953	1.000	0.959	0.510
chr20,13069854,13069897	0.100	1.000	NA	NA
chr20,33583118,33583301	0.226	0.350	0.615	NA
chr20,33627547,33627967	0.871	1.000	0.962	1.000
chr20,57292885,57294755	0.928	0.865	0.814	0.967
chr20,46096059,46097056	0.794	0.833	0.793	1.000
chr20,49937057,49937453	0.625	0.824	1.000	1.000
chr20,57417516,57418831	0.753	0.439	0.375	0.571
chr20,43157968,43158084	NA	NA	0.500	1.000
chr20,15548039,15548396	NA	0.625	0.966	1.000
chr20,21192106,21192475	NA	0.833	0.519	NA
chr20,305394,305558	0.000	0.000	0.000	0.507
chr20,44904923,44905519	0.486	0.652	0.330	0.657
chr20,46345018,46346064	0.980	0.939	0.905	0.677
chr20,50518531,50518920	1.000	NA	0.818	1.000
chr20,46626845,46627086	1.000	1.000	0.710	1.000
chr20,61942159,61943796	0.914	0.805	0.826	0.510
chr20,61605531,61606267	0.638	0.250	0.436	0.515
chr20,55472892,55474117	0.552	0.478	0.800	0.531
chr20,50356654,50358110	0.778	0.975	0.894	1.000
chr20,43346723,43346891	NA	0.455	0.973	0.889
chr20,25204964,25205973	0.833	0.983	0.931	0.849
chr20,45300953,45302338	0.951	0.884	0.841	0.571
chr20,46468855,46469344	NA	0.854	0.844	0.993
chr20,49803706,49804860	0.233	0.524	0.805	0.383
chr20,23785062,23787081	0.615	0.933	0.111	1.000
chr20,36571699,36571996	NA	0.583	0.909	0.333
chr20,52460017,52463882	0.635	0.792	0.529	0.186
chr20,49203629,49203985	0.640	1.000	0.692	1.000
chr20,60147704,60148054	0.921	0.400	0.857	0.676
chr20,1692227,1692320	NA	0.500	0.885	1.000
chr20,54605530,54615752	0.837	0.872	0.737	0.651
chr20,38232025,38233774	0.733	0.838	0.937	0.857
chr20,35180757,35181022	1.000	0.960	0.638	NA
chr20,30232584,30232737	1.000	NA	0.957	0.614
chr20,56952471,56953561	0.867	0.702	0.603	0.460
chr20,7493671,7494798	0.129	0.364	0.788	0.634
chr20,15214164,15219072	0.641	0.829	0.803	0.987
chr20,59713006,59713991	0.975	0.885	0.829	0.739
chr20,39596836,39598285	0.714	0.130	0.147	0.051
chr20,39790090,39790258	0.304	NA	0.929	0.667
chr20,58785435,58786550	0.308	0.292	0.531	1.000
chr20,19549324,19551643	0.745	0.623	0.563	0.860
chr20,50877234,50883455	0.788	0.908	0.820	0.657
chr20,14743394,14744747	0.972	0.800	0.893	0.548
chr20,61607296,61608121	0.800	0.846	1.000	0.630
chr20,51243092,51244740	0.935	0.864	0.943	0.667
chr20,34599328,34599957	1.000	1.000	NA	0.091
chr20,259697,259946	0.208	0.753	0.714	0.811
chr20,3896824,3897821	0.429	0.981	0.720	NA
chr20,47860003,47860513	0.909	NA	0.192	NA
chr20,44036897,44037642	0.444	0.857	0.718	0.000
chr20,56333726,56334926	NA	0.949	0.912	0.643
chr20,35331794,35333592	1.000	0.980	0.991	0.786
chr20,25150829,25153358	0.645	1.000	0.697	0.571
chr20,24273219,24276139	0.906	0.952	0.910	0.750
chr20,15987928,15988995	0.167	0.667	0.661	0.517
chr20,8033711,8033849	NA	0.115	NA	1.000
chr20,52136377,52137952	0.986	0.983	0.702	0.889
chr20,46516806,46518362	NA	0.913	0.857	0.708
chr20,12306553,12308793	0.874	0.899	0.903	0.513
chr20,52106063,52107817	0.849	0.957	0.825	1.000
chr20,37679001,37679355	0.325	0.111	0.032	0.000
chr20,32225998,32228201	0.933	0.991	0.938	0.989
chr20,57911130,57912315	0.575	0.800	0.875	0.588
chr20,5996480,5997176	0.870	0.969	0.354	1.000
chr20,4488920,4489413	1.000	1.000	0.905	0.667
chr20,3115433,3115561	NA	1.000	NA	0.556
chr20,3886453,3886688	NA	0.467	NA	1.000
chr20,50934870,50935017	1.000	0.625	0.708	0.636
chr20,55672647,55674088	0.828	0.930	0.664	0.854
chr20,40057989,40058559	1.000	NA	1.000	0.143
chr20,51209876,51210727	NA	0.795	0.863	0.333
chr20,42549311,42550980	0.571	0.852	0.956	0.861
chr20,43120699,43121092	NA	0.989	0.960	0.581
chr20,35566316,35567516	0.980	0.917	0.841	0.676
chr20,47432365,47433730	0.581	0.621	0.750	0.348
chr20,58568793,58569266	0.500	0.417	0.217	0.062
chr20,15871031,15871997	0.769	0.652	0.300	1.000
chr20,30091043,30091479	0.000	0.031	0.075	0.913
chr20,59615940,59616825	0.647	0.741	0.879	0.972
chr20,7391716,7391749	1.000	NA	0.958	0.417
chr20,34969180,34969230	NA	NA	0.385	1.000
chr20,24365380,24368229	0.756	0.885	0.672	0.850
chr20,32755738,32756818	1.000	1.000	0.808	0.896
chr20,15500570,15501886	0.750	0.977	0.927	1.000
chr20,48073522,48075629	0.925	0.780	0.420	0.532
chr20,725841,727916	0.596	0.727	0.913	0.743
chr20,1050000,1051915	0.817	0.738	0.500	0.688
chr20,58359605,58360494	0.818	0.774	0.736	0.167
chr20,13940015,13940204	0.762	0.800	0.769	0.381
chr20,1101539,1103087	0.923	1.000	0.739	0.360
chr20,14378686,14384719	0.762	0.897	0.913	0.637
chr20,3764952,3765401	1.000	1.000	0.850	0.467
chr20,59745752,59746170	0.929	0.091	0.611	NA
chr20,60060866,60061596	0.957	0.962	0.650	1.000
chr20,3092544,3093919	0.957	0.582	0.436	0.360
chr20,17736566,17737289	0.357	1.000	0.356	NA
chr20,61992396,61993264	0.167	0.097	0.108	0.363
chr20,54142394,54144477	0.882	0.676	0.889	0.536
chr20,52296778,52297163	0.889	0.964	0.455	0.500
chr20,14206877,14207839	0.526	NA	0.062	1.000
chr20,32700696,32701305	0.171	0.586	0.388	0.000
chr20,17306096,17307223	0.535	0.840	0.862	0.750
chr20,48793085,48793669	1.000	0.900	0.977	0.357
chr20,23641663,23642456	0.100	0.706	0.667	0.462
chr20,22672698,22672988	NA	0.562	0.778	0.962
chr20,14105203,14109272	0.903	0.393	0.680	0.957
chr20,58360623,58360983	0.738	0.217	0.462	1.000
chr20,61597272,61597482	1.000	0.952	0.951	0.500
chr20,13042601,13042988	0.129	0.778	0.920	NA
chr20,46304670,46304964	NA	0.429	0.838	0.667
chr20,3350052,3350470	NA	0.969	NA	0.756
chr20,5613773,5613928	0.952	0.381	NA	NA
chr20,45685596,45686880	1.000	0.474	0.142	0.472
chr20,5305349,5305821	0.886	0.838	0.973	0.800
chr20,58394639,58395086	1.000	NA	0.962	0.750
chr20,53597241,53598088	0.394	0.921	0.375	1.000
chr20,55977574,55978636	0.818	0.888	0.635	0.082
chr20,60050585,60050864	0.952	0.538	0.500	0.706
chr20,57297492,57298018	NA	NA	0.800	0.455
chr20,44832401,44835918	0.512	0.555	0.464	0.167
chr20,59741342,59742910	0.512	0.823	0.304	0.586
chr20,59596703,59598040	0.853	0.866	0.788	0.556
chr20,55209347,55210117	0.714	0.842	0.600	0.206
chr20,45686973,45689039	0.806	0.815	0.927	0.564
chr20,38159742,38161431	0.741	0.635	0.932	0.649
chr20,51806977,51807084	NA	0.556	0.857	0.263
chr20,61858436,61859249	0.743	0.889	0.991	NA
chr20,56977569,56978165	0.462	0.900	0.919	0.706
chr20,35399636,35400573	0.645	1.000	0.952	0.600
chr20,25470268,25470841	0.927	0.867	0.607	NA
chr20,51130320,51131186	0.667	0.875	0.889	1.000
chr20,56872232,56872936	NA	0.400	0.977	0.789
chr20,57940781,57944121	0.870	0.969	0.871	0.154
chr20,35462215,35462626	NA	1.000	0.886	0.754
chr20,12129620,12130787	0.744	0.727	0.964	0.787
chr20,43229608,43229810	NA	0.759	0.914	1.000
chr20,45217006,45217623	1.000	1.000	0.667	0.771
chr20,48797640,48798528	0.988	0.852	0.786	0.700
chr20,6726023,6726521	NA	0.101	0.800	0.462
chr20,49224806,49224966	NA	1.000	NA	0.000
chr20,60581940,60582584	0.236	0.614	0.471	0.172
chr20,433943,434335	1.000	1.000	0.792	NA
chr20,44684811,44685130	0.714	0.848	0.864	0.471
chr20,36775933,36777523	0.955	0.758	0.862	0.609
chr20,24043983,24044766	0.471	1.000	0.988	NA
chr20,56762667,56762954	NA	1.000	0.571	NA
chr20,61894276,61894657	0.973	1.000	0.872	0.667
chr20,17721957,17722707	1.000	1.000	0.940	1.000
chr20,38721270,38723289	0.875	0.767	0.679	0.469
chr20,49179110,49179726	NA	1.000	0.947	0.767
chr20,31913748,31914256	0.923	0.952	0.102	NA
chr20,60072094,60072704	0.407	0.250	0.545	0.000
chr20,40626798,40626945	0.391	NA	0.998	1.000
chr20,47255451,47256905	0.938	0.887	0.906	0.286
chr20,50300951,50301535	1.000	0.936	0.667	1.000
chr20,52860062,52861876	1.000	0.811	0.912	1.000
chr20,20173617,20175013	0.667	0.875	0.979	0.634
chr20,30817351,30817540	1.000	NA	NA	0.478
chr20,26125290,26127355	0.569	0.327	0.833	0.370
chr20,54233415,54234627	0.806	0.227	0.765	0.750
chr20,11054736,11058253	0.581	0.804	0.868	0.784
chr20,47445750,47446443	0.946	0.941	0.920	0.562
chr20,53148116,53151528	0.768	0.890	0.878	0.974
chr20,42086305,42086730	0.029	0.333	0.000	0.000
chr20,48350415,48350951	0.182	NA	NA	1.000
chr20,44570160,44571055	0.912	0.975	0.941	0.525
chr20,61365554,61366804	0.625	0.391	0.269	0.560
chr20,16788716,16789968	0.844	0.618	0.876	0.618
chr20,19233916,19234870	0.831	0.613	0.767	0.556
chr20,50051755,50052010	1.000	1.000	0.875	1.000
chr20,36046036,36046175	NA	0.993	0.762	NA
chr20,60382221,60382614	NA	1.000	0.750	NA
chr20,22407137,22411607	0.812	0.814	0.713	0.568
chr20,450706,452775	0.828	0.946	0.939	0.824
chr20,5364007,5364612	NA	0.571	NA	1.000
chr20,51794776,51795102	NA	0.250	0.786	0.900
chr20,24363133,24363680	1.000	0.238	0.391	0.564
chr20,20761603,20761937	NA	0.462	0.294	0.800
chr20,35610730,35611130	0.808	0.976	0.988	1.000
chr20,11831178,11831840	0.727	0.250	0.579	0.000
chr20,15389241,15391204	0.907	0.767	0.903	0.320
chr20,19767022,19767423	0.735	NA	0.536	1.000
chr20,41919677,41922983	0.632	0.875	0.822	0.707
chr20,26190464,26190485	0.614	0.309	0.576	0.199
chr20,14265279,14267114	0.957	0.875	0.233	NA
chr20,43018734,43019283	NA	0.957	0.720	1.000
chr20,1305336,1307284	0.096	0.249	0.133	0.400
chr20,9038581,9040713	0.925	0.914	0.750	0.545
chr20,60456765,60457070	NA	0.714	0.959	0.700
chr20,19254836,19255799	0.722	0.875	0.928	0.994
chr20,53245373,53245828	0.842	0.188	NA	NA
chr20,62388346,62388776	NA	0.696	0.846	1.000
chr20,31326916,31327426	NA	1.000	0.941	0.667
chr20,57144032,57144928	0.357	0.673	0.341	0.275
chr20,26085483,26086106	0.593	0.455	0.596	1.000
chr20,8598846,8599409	NA	1.000	NA	0.500
chr20,34463407,34463974	0.656	0.875	0.867	0.375
chr20,55884404,55886140	0.873	0.874	0.822	0.346
chr20,32965595,32966263	NA	0.842	0.250	0.600
chr20,2228611,2229693	0.981	0.795	0.878	0.654
chr20,11499334,11500110	0.611	NA	0.939	0.636
chr20,48158536,48159305	0.429	0.854	0.688	0.815
chr20,37443814,37445392	0.980	1.000	0.778	1.000
chr20,57200094,57201212	0.929	0.838	0.750	0.355
chr20,20438653,20439727	0.791	0.981	0.921	0.650
chr20,20586336,20587143	0.129	0.450	0.571	0.800
chr20,51029638,51031256	0.500	0.912	0.806	0.933
chr20,32329903,32330858	1.000	0.824	0.889	0.333
chr20,34724536,34724869	0.458	0.917	1.000	1.000
chr20,32274233,32274910	0.057	0.500	0.276	0.113
chr20,50223671,50224171	NA	0.269	0.806	0.836
chr20,16152422,16155289	0.830	0.839	0.817	0.667
chr20,24051647,24053232	0.947	0.756	0.489	0.729
chr20,46504803,46505576	0.714	0.848	0.200	0.615
chr20,1146060,1148678	0.831	0.848	0.821	0.438
chr20,17539099,17539244	NA	0.056	0.818	NA
chr20,59797322,59798190	0.746	0.855	0.924	0.853
chr20,57548389,57549661	0.846	0.641	0.385	0.222
chr20,61452690,61454194	0.895	0.835	0.859	0.333
chr20,62871802,62872154	NA	1.000	0.822	NA
chr20,20851670,20852457	0.500	0.793	0.815	0.231
chr20,57855742,57856682	0.600	0.900	0.757	NA
chr20,10701906,10704501	0.837	0.776	0.301	1.000
chr20,12329072,12329749	0.949	0.943	0.952	0.263
chr20,25301841,25302176	1.000	0.565	0.900	NA
chr20,6832052,6832662	0.273	0.266	1.000	0.455
chr20,2722822,2723374	0.815	0.933	0.500	0.667
chr20,37151651,37152879	1.000	1.000	0.800	0.735
chr20,14370896,14372957	1.000	0.686	0.886	0.615
chr20,47808307,47808479	0.714	1.000	NA	1.000
chr20,51790674,51792134	0.840	0.747	0.791	0.397
chr20,62461706,62462148	0.016	0.000	0.194	0.000
chr20,49561665,49563573	0.952	0.984	0.952	0.526
chr20,47786187,47786609	1.000	0.974	0.242	1.000
chr20,36762835,36763713	0.056	0.462	0.110	0.471
chr20,61427305,61427746	0.000	0.000	0.016	0.332
chr20,36675598,36676824	1.000	0.947	0.733	1.000
chr20,44647275,44649523	0.963	0.673	0.626	0.517
chr20,48157199,48157541	0.913	0.950	0.871	0.250
chr20,37869550,37873088	0.945	0.768	0.870	0.099
chr20,8019977,8020953	0.971	0.941	0.826	0.300
chr20,21492884,21493025	0.000	0.233	0.138	0.000
chr20,50283477,50283864	NA	0.043	0.069	0.431
chr20,60810853,60811430	0.706	0.783	0.783	1.000
chr20,12021477,12022792	1.000	0.917	0.162	1.000
chr20,1125027,1125993	1.000	0.969	0.587	1.000
chr20,13556761,13559100	0.750	0.948	0.881	0.591
chr20,44291966,44292747	NA	0.857	0.280	1.000
chr20,23975931,23977327	0.324	0.619	0.414	0.714
chr20,2632777,2632882	0.000	0.088	0.000	0.000
chr20,20868261,20868671	0.943	0.348	0.702	0.375
chr20,58727474,58729849	0.806	0.912	0.778	0.500
chr20,34697700,34698198	0.761	0.957	0.926	0.308
chr20,46129699,46130491	0.154	0.000	0.418	0.182
chr20,15548619,15549823	0.962	0.538	0.833	0.594
chr20,43208349,43209239	0.440	0.879	0.800	1.000
chr20,57555624,57555923	0.680	1.000	NA	NA
chr20,34083324,34084119	0.963	0.889	0.958	0.750
chr20,52791215,52792223	0.067	0.355	0.086	0.034
chr20,46437622,46437836	NA	0.545	0.941	NA
chr20,62886352,62886469	0.613	0.947	0.923	NA
chr20,24463930,24464990	1.000	0.872	0.880	0.575
chr20,33483311,33484780	0.636	0.950	0.857	1.000
chr20,37297193,37297840	0.690	0.923	0.676	0.308
chr20,22569191,22569697	1.000	1.000	0.615	1.000
chr20,32927126,32928797	0.965	0.948	0.791	0.857
chr20,6227846,6228075	1.000	0.750	0.692	1.000
chr20,37858345,37858694	1.000	0.850	0.720	1.000
chr20,7776904,7778493	0.971	0.806	0.964	0.438
chr20,45629458,45630327	0.840	1.000	0.735	1.000
chr20,23982938,23983308	0.765	0.188	0.786	0.833
chr20,24655516,24657124	0.667	0.931	0.909	0.522
chr20,30108914,30111858	0.476	0.447	0.366	0.217
chr20,25844708,25845432	0.542	0.686	0.387	0.267
chr20,22244259,22246693	0.795	0.970	0.803	0.680
chr20,7407425,7407629	1.000	0.438	0.444	0.000
chr20,53966158,53967508	1.000	0.897	0.769	1.000
chr20,52061099,52063114	0.761	0.824	0.886	0.576
chr20,18618657,18620346	0.920	0.592	0.947	0.759
chr20,38084554,38085555	0.526	0.952	0.762	0.500
chr20,50989866,50990734	0.594	0.953	0.833	0.737
chr20,49250713,49251517	NA	0.933	0.879	0.000
chr20,43576294,43577381	1.000	0.941	0.935	0.361
chr20,40002774,40009189	0.579	0.717	0.851	0.587
chr20,13977578,13977772	0.722	0.913	0.870	1.000
chr20,61797771,61798901	0.730	0.733	0.851	0.276
chr20,33827359,33827976	0.706	0.826	0.534	0.905
chr20,57978800,57979695	0.700	0.191	0.108	0.038
chr20,11902499,11904429	0.917	0.928	0.948	0.770
chr20,5624168,5624324	NA	0.500	1.000	NA
chr20,56555401,56555748	NA	0.941	0.533	0.231
chr20,3701604,3701896	0.765	1.000	0.917	0.976
chr20,53096497,53097768	0.936	0.837	0.780	1.000
chr20,12334590,12336541	0.213	0.450	0.690	0.561
chr20,49808060,49810081	0.750	0.506	0.706	0.438
chr20,49337565,49338332	0.870	1.000	1.000	0.816
chr20,59871316,59871736	0.938	0.896	0.310	0.667
chr20,34681516,34681762	0.000	NA	0.182	NA
chr20,35006331,35006593	NA	0.700	0.100	NA
chr20,46279055,46280112	NA	0.951	0.781	1.000
chr20,33055930,33057910	0.837	0.885	0.718	0.986
chr20,23668444,23670088	0.892	0.489	0.789	0.745
chr20,49420282,49420719	1.000	1.000	0.600	1.000
chr20,37321205,37321867	0.341	0.380	0.031	0.300
chr20,14812510,14813072	1.000	0.811	0.545	1.000
chr20,43240888,43243242	0.845	0.923	0.918	0.373
chr20,16580817,16582225	0.960	0.633	0.380	0.829
chr20,48483378,48484239	1.000	0.952	0.800	0.994
chr20,31376993,31378758	0.977	0.841	0.805	0.391
chr20,43269688,43271446	0.386	0.346	0.212	0.754
chr20,33301079,33302630	0.577	0.949	0.952	1.000
chr20,34665062,34665274	1.000	0.538	1.000	NA
chr20,16802367,16802973	0.545	0.118	0.583	0.133
chr20,55831442,55832194	0.918	0.806	0.620	0.673
chr20,54093619,54095025	1.000	0.750	0.853	0.936
chr20,20281537,20283150	0.912	0.820	0.809	0.068
chr20,62072290,62072771	0.538	0.800	0.200	0.150
chr20,7028402,7030783	0.703	0.682	0.915	0.944
chr20,60542051,60542419	1.000	0.909	0.941	0.429
chr20,47087564,47088384	0.671	0.878	0.813	0.962
chr20,45044606,45045384	0.909	1.000	NA	0.625
chr20,6232075,6234101	0.579	0.692	0.667	0.962
chr20,2933294,2933678	0.700	0.973	0.357	1.000
chr20,45185920,45188336	0.844	0.825	0.795	0.374
chr20,17505642,17507032	1.000	0.889	0.844	0.508
chr20,31036473,31037068	0.909	0.374	0.810	0.571
chr20,62237721,62241741	NA	0.942	0.408	0.489
chr20,4509995,4511213	NA	NA	0.667	1.000
chr20,39975272,39975516	1.000	0.500	NA	NA
chr20,47112053,47112336	0.900	0.182	NA	0.846
chr20,37699266,37700595	0.808	0.965	0.583	0.886
chr20,31813581,31815045	0.947	0.700	0.843	1.000
chr20,2116327,2117183	1.000	0.880	0.927	0.630
chr20,874341,877706	0.768	0.757	0.713	0.444
chr20,41810598,41812609	0.769	0.915	0.894	0.715
chr20,1757908,1758358	0.737	0.267	0.145	0.000
chr20,7577792,7578393	0.969	0.833	0.667	0.583
chr20,58139992,58141320	0.660	0.805	0.659	0.881
chr20,43751025,43753048	0.656	1.000	0.900	1.000
chr20,9915492,9919586	0.878	0.884	0.854	0.644
chr20,14315336,14318409	0.293	0.696	0.475	0.306
chr20,32503248,32505399	0.808	0.891	0.641	0.818
chr20,19157555,19159156	0.923	0.889	0.987	0.625
chr20,13786978,13788055	1.000	0.915	0.900	0.500
chr20,47573506,47574002	1.000	NA	NA	0.000
chr20,60749229,60749687	1.000	0.981	0.941	0.700
chr20,11590112,11592367	0.873	0.867	0.914	0.174
chr20,16038238,16041899	0.667	0.860	0.911	0.692
chr20,13103543,13106667	0.981	0.722	0.879	0.816
chr20,61341519,61342163	0.782	0.643	0.836	0.576
chr20,29649251,29650844	0.581	0.473	0.403	0.192
chr20,29611398,29613288	0.471	0.636	0.250	0.627
chr20,55681923,55682302	0.217	0.176	0.578	0.000
chr20,50073958,50074546	NA	0.364	NA	0.824
chr20,21898324,21898745	0.818	0.938	0.500	0.800
chr20,53496588,53497708	0.892	0.935	0.404	0.996
chr20,33570962,33571831	0.400	0.750	0.400	0.130
chr20,43051195,43052367	0.351	0.490	0.842	0.913
chr20,56340843,56344522	0.880	0.885	0.851	0.654
chr20,16256315,16256722	1.000	0.974	0.727	0.750
chr20,48927301,48928093	0.800	0.872	0.421	0.417
chr20,15415105,15418794	0.974	0.652	0.759	0.529
chr20,19903855,19904045	NA	1.000	0.846	0.565
chr20,52770593,52772421	0.964	0.914	0.571	0.769
chr20,15587708,15588473	0.971	0.973	0.985	0.739
chr20,34504826,34505840	0.259	0.868	0.373	NA
chr20,59071636,59072271	0.931	0.827	0.648	1.000
chr20,42367281,42370245	0.988	0.992	0.832	0.850
chr20,24773051,24773622	NA	0.986	0.933	1.000
chr20,61587421,61587856	0.733	0.979	0.735	0.500
chr20,48000031,48001271	0.614	0.742	0.778	0.569
chr20,33774140,33774955	0.957	0.900	0.803	1.000
chr20,3693139,3694983	0.714	0.633	0.338	0.500
chr20,54205456,54205790	0.714	0.941	1.000	1.000
chr20,47234307,47235246	0.500	0.907	0.676	0.938
chr20,47935792,47936142	0.283	0.044	0.109	NA
chr20,45362136,45363472	0.541	0.986	0.765	0.935
chr20,3490026,3490845	0.389	1.000	0.895	NA
chr20,54838472,54839338	0.741	0.921	0.878	0.538
chr20,5129717,5132781	0.952	0.926	0.670	0.678
chr20,53422631,53423258	0.231	0.909	0.864	NA
chr20,11829510,11829856	0.737	0.619	0.958	1.000
chr20,40605441,40607230	0.833	0.778	0.815	0.406
chr20,62594478,62595763	0.714	0.527	0.887	0.747
chr20,23562247,23565147	0.529	0.769	0.931	0.538
chr20,22186574,22187439	0.692	0.791	0.960	0.596
chr20,20804327,20805938	0.258	0.621	0.659	0.491
chr20,30618364,30619129	0.253	0.800	0.862	0.111
chr20,1469723,1471424	0.478	0.782	0.280	0.821
chr20,9236408,9238137	1.000	0.933	0.520	1.000
chr20,42638750,42639694	0.710	0.896	0.533	0.647
chr20,52687005,52690182	0.987	0.933	0.829	0.667
chr20,15967525,15967987	NA	NA	0.296	0.750
chr20,25000927,25001755	1.000	1.000	0.964	0.628
chr20,45027052,45031861	0.233	0.499	0.672	0.433
chr20,3776792,3777030	0.000	0.275	NA	0.018
chr20,61974564,61974681	NA	0.750	0.968	NA
chr20,56630686,56631349	1.000	0.667	0.846	0.714
chr20,55380896,55381819	NA	0.941	0.967	0.737
chr20,32459509,32460213	0.562	0.816	0.895	0.906
chr20,4957037,4957753	1.000	1.000	0.939	0.613
chr20,46361904,46362557	0.792	1.000	0.186	0.667
chr20,52000889,52001082	NA	0.909	0.964	0.533
chr20,48586219,48589185	0.767	0.910	0.875	0.613
chr20,37272951,37274691	0.630	0.580	0.279	0.714
chr20,7577006,7577542	0.968	0.241	0.985	NA
chr20,3855206,3855857	0.500	1.000	0.944	NA
chr20,55439970,55440524	0.739	0.435	0.800	0.467
chr20,16196930,16198973	0.913	0.906	0.881	0.752
chr20,1035366,1037259	0.730	0.722	0.981	0.840
chr20,19680351,19680856	1.000	0.818	0.727	1.000
chr20,6555004,6556091	1.000	0.634	0.875	0.826
chr20,48716888,48718528	NA	0.875	0.063	NA
chr20,39929320,39930246	0.562	0.943	0.900	0.750
chr20,39747747,39750423	0.976	0.956	0.954	0.848
chr20,22619875,22621262	0.960	0.867	0.810	0.989
chr20,24796585,24796985	1.000	0.912	0.850	0.415
chr20,19314102,19314805	0.343	0.154	0.130	0.684
chr20,59626973,59628742	0.670	0.881	0.765	0.651
chr20,31399421,31400114	1.000	0.981	0.854	0.615
chr20,33807959,33809291	0.829	0.977	1.000	0.833
chr20,24823070,24823515	0.846	0.929	0.895	0.345
chr20,54368777,54369201	0.652	0.929	1.000	NA
chr20,58999548,59001425	0.188	0.829	0.448	0.615
chr20,56615549,56620483	0.871	0.772	0.775	0.641
chr20,49986671,49988596	0.951	0.941	0.851	0.661
chr20,54596358,54597204	0.538	NA	NA	1.000
chr20,18631600,18632865	0.755	0.970	0.933	NA
chr20,29651853,29652234	0.588	0.611	0.385	0.480
chr20,55340416,55341413	0.727	0.486	0.613	0.275
chr20,24596896,24598153	1.000	0.945	0.786	0.878
chr20,30865347,30866500	0.000	0.051	0.148	0.234
chr20,11198195,11198688	NA	0.840	0.000	0.000
chr20,41362343,41364751	1.000	0.877	0.667	0.653
chr20,2821908,2822559	0.405	0.349	0.488	0.317
chr20,52853509,52855306	0.574	0.220	0.203	0.682
chr20,31053281,31053582	0.469	0.833	0.538	0.847
chr20,37721991,37723806	0.639	0.953	0.962	1.000
chr20,4941774,4942189	NA	0.780	0.964	0.360
chr20,8383173,8383206	NA	0.375	0.986	1.000
chr20,61512274,61512556	0.714	0.935	0.972	0.219
chr20,61435329,61435828	0.400	0.081	0.094	NA
chr20,52286926,52287404	1.000	1.000	1.000	0.200
chr20,44456446,44457775	0.711	0.423	0.763	1.000
chr20,18928098,18932218	0.729	0.807	0.693	1.000
chr20,62430181,62430737	NA	0.818	0.123	NA
chr20,60615742,60615917	0.571	0.960	1.000	1.000
chr20,54087098,54091295	0.598	0.863	0.574	0.747
chr20,6809333,6810845	0.947	0.500	0.312	0.882
chr20,8776978,8782296	0.940	0.945	0.892	0.810
chr20,60831392,60831508	0.846	NA	1.000	0.464
chr20,31028697,31029182	NA	0.867	0.897	0.500
chr20,20235427,20237587	0.953	0.865	0.735	0.123
chr20,47310875,47311198	1.000	1.000	0.857	0.727
chr20,34160544,34161420	0.804	0.985	0.963	0.838
chr20,4454185,4456094	0.833	0.976	0.851	0.782
chr20,37555931,37556301	0.379	0.085	0.400	0.292
chr20,6573453,6575057	0.957	0.682	0.691	1.000
chr20,48033125,48033310	0.429	NA	0.444	1.000
chr20,58268334,58269574	0.895	0.462	0.818	0.938
chr20,56337707,56338939	1.000	0.629	0.617	0.471
chr20,49602087,49602144	0.333	0.905	NA	NA
chr20,39800855,39802811	0.826	0.911	0.721	0.216
chr20,38499552,38502863	0.761	0.778	0.392	0.205
chr20,25024523,25025172	NA	0.955	1.000	0.559
chr20,21686824,21686892	0.000	NA	0.133	0.000
chr20,55009181,55010179	0.917	1.000	0.750	1.000
chr20,42661650,42663033	0.636	0.947	0.711	0.500
chr20,60855946,60856170	0.882	0.960	1.000	0.885
chr20,25163630,25165563	0.636	0.917	0.913	0.606
chr20,46640090,46641133	0.846	0.083	0.897	NA
chr20,24468924,24469772	0.882	0.972	0.793	0.933
chr20,39476762,39477957	0.878	0.826	0.962	0.837
chr20,44878876,44879025	0.579	NA	0.818	1.000
chr20,23267174,23267600	1.000	0.302	0.375	0.600
chr20,37037388,37038144	0.250	0.488	0.659	0.626
chr20,52221082,52221320	NA	0.938	0.903	0.450
chr20,37804577,37805469	1.000	NA	0.692	0.526
chr20,5927408,5927923	0.690	0.812	0.392	1.000
chr20,14153971,14154824	0.939	0.727	NA	0.965
chr20,57233558,57234686	NA	0.941	0.424	0.870
chr20,18045530,18046790	0.790	0.957	0.990	0.848
chr20,25447155,25447293	NA	1.000	0.353	NA
chr20,6436128,6439539	0.594	0.795	0.477	0.674
chr20,14415608,14416222	0.467	0.824	0.643	1.000
chr20,11003218,11007940	0.854	0.883	0.967	0.848
chr20,46169268,46170444	NA	0.220	0.722	0.667
chr20,41656636,41656738	0.562	1.000	NA	NA
chr20,52330713,52330988	NA	1.000	0.793	NA
chr20,45423656,45424434	0.929	0.927	0.438	0.152
chr20,49186735,49189383	0.662	0.613	0.593	0.424
chr20,21730402,21733709	0.607	0.677	0.432	0.952
chr20,61347903,61347955	NA	NA	0.421	0.000
chr20,19876445,19877176	1.000	1.000	0.862	1.000
