1chr_position	sample4	sample3	sample1	sample2
chr19,58010031,58010512	0.818	0.792	0.450	1.000
chr19,33907007,33907076	1.000	NA	NA	0.389
chr19,57780310,57782279	0.841	0.891	0.977	1.000
chr19,10339235,10339829	0.059	0.231	0.500	NA
chr19,19518157,19518374	0.333	0.000	0.000	0.472
chr19,35898297,35898961	0.947	0.917	0.724	1.000
chr19,6206192,6206682	0.926	0.980	0.800	0.700
chr19,18488876,18490801	0.882	1.000	0.765	0.632
chr19,5669243,5670097	0.422	0.917	0.581	0.264
chr19,57523043,57524447	0.875	0.944	0.812	0.703
chr19,58010653,58012390	0.203	0.292	0.056	0.576
chr19,54028890,54031307	0.987	0.821	0.932	0.756
chr19,47795259,47795557	0.778	0.811	1.000	0.578
chr19,48941539,48941657	NA	1.000	0.636	NA
chr19,39055612,39056475	0.217	0.036	0.293	0.250
chr19,3032764,3034015	0.916	1.000	0.889	0.811
chr19,37664256,37665072	0.971	0.958	0.927	0.763
chr19,7561660,7562584	0.355	0.809	0.786	0.304
chr19,40262897,40263637	0.848	0.824	0.818	0.320
chr19,4378294,4378836	1.000	0.837	0.889	1.000
chr19,30136993,30138469	0.190	0.074	0.646	0.941
chr19,53869370,53869678	0.016	NA	0.429	NA
chr19,39962684,39963270	0.515	0.917	0.742	0.885
chr19,21167992,21176218	0.928	0.675	0.755	0.875
chr19,23169328,23171681	0.946	0.940	0.831	0.622
chr19,7761204,7761515	0.973	0.758	0.882	0.686
chr19,17368028,17368118	NA	0.800	NA	0.143
chr19,42577360,42577840	1.000	0.963	1.000	0.714
chr19,6222502,6222739	1.000	NA	0.860	NA
chr19,2232658,2232667	NA	1.000	0.068	NA
chr19,18734178,18735122	0.927	0.568	0.920	0.600
chr19,33280630,33281697	0.920	0.927	0.875	0.740
chr19,33642863,33645572	0.894	0.711	0.829	0.873
chr19,28809022,28809680	0.913	0.730	0.727	0.517
chr19,4153191,4153799	0.365	0.728	0.225	NA
chr19,8418694,8419594	0.647	0.105	0.529	0.562
chr19,9705506,9706905	0.787	1.000	0.923	0.759
chr19,29805861,29806267	NA	0.857	NA	0.407
chr19,36118485,36118931	0.932	0.604	0.900	1.000
chr19,12148013,12148114	1.000	NA	NA	0.722
chr19,8334179,8336121	0.625	0.726	0.729	0.536
chr19,19079153,19081146	0.282	0.377	0.621	0.500
chr19,55383413,55384059	0.824	0.293	0.319	0.400
chr19,55175668,55175976	0.581	0.857	NA	1.000
chr19,4812035,4813197	0.829	0.472	0.551	0.920
chr19,5022954,5023273	0.957	0.667	1.000	0.273
chr19,54032161,54032631	0.974	0.909	0.909	0.403
chr19,2163139,2163371	0.857	0.519	NA	1.000
chr19,46438601,46439249	0.901	0.792	0.667	0.556
chr19,41008875,41010062	0.981	0.741	0.930	0.759
chr19,49628949,49629133	0.571	NA	NA	0.143
chr19,35770976,35772656	0.701	0.800	0.903	1.000
chr19,46397493,46398571	0.922	1.000	1.000	1.000
chr19,53824817,53826148	0.571	0.824	0.558	0.957
chr19,3604963,3605433	0.250	0.000	0.056	NA
chr19,42690124,42691899	0.913	0.632	0.964	0.889
chr19,58071580,58071662	NA	NA	0.667	0.000
chr19,19748658,19748950	0.846	0.897	0.997	0.250
chr19,4197080,4197838	0.833	0.826	0.807	0.677
chr19,17623276,17623584	0.069	NA	0.154	1.000
chr19,18505136,18506409	0.963	0.714	0.951	0.848
chr19,5428786,5429800	0.980	0.786	0.800	0.912
chr19,22965844,22966309	0.771	0.971	0.953	1.000
chr19,35847795,35848583	0.962	0.971	0.735	0.778
chr19,11281522,11281565	NA	0.933	0.500	NA
chr19,55625063,55626107	0.705	1.000	0.653	1.000
chr19,49160104,49160381	0.769	0.500	0.692	1.000
chr19,39660440,39660824	1.000	NA	0.917	0.556
chr19,55114593,55115366	0.143	0.784	NA	NA
chr19,641401,641880	0.862	0.855	0.882	0.368
chr19,29398378,29399266	0.655	0.878	0.800	NA
chr19,36211428,36211510	0.991	0.636	0.500	0.786
chr19,37406392,37406717	NA	NA	0.571	0.000
chr19,18901136,18901540	0.000	0.000	0.084	0.075
chr19,50750937,50751775	0.913	0.720	0.444	0.410
chr19,51875500,51877779	0.485	0.611	0.598	0.185
chr19,20015554,20017409	0.939	0.683	0.872	1.000
chr19,35068340,35070010	0.599	0.394	0.500	0.200
chr19,59065368,59065508	NA	NA	0.800	0.111
chr19,6509639,6512708	0.966	0.625	0.876	0.571
chr19,28094582,28103943	0.552	0.650	0.740	0.497
chr19,534263,534665	0.917	NA	NA	0.444
chr19,1847101,1847574	0.603	0.406	0.225	0.091
chr19,13586764,13589514	0.770	0.925	0.724	0.667
chr19,8906004,8910927	0.684	0.721	0.214	0.571
chr19,36352742,36353341	0.571	0.588	0.845	NA
chr19,24218108,24218591	0.469	0.288	0.762	0.100
chr19,5963709,5964351	0.864	0.429	0.957	1.000
chr19,56619454,56620698	0.524	0.407	0.612	0.132
chr19,2260306,2261140	0.678	0.556	0.895	0.907
chr19,1409178,1409349	0.047	NA	0.400	NA
chr19,34663409,34663679	0.022	NA	0.291	0.000
chr19,4553964,4556588	0.873	0.795	0.818	0.589
chr19,36161541,36163231	0.792	0.489	0.586	0.882
chr19,1971114,1971928	0.839	0.804	0.939	0.385
chr19,5560829,5561439	0.840	0.947	0.529	0.286
chr19,42211158,42211478	0.667	NA	0.938	0.688
chr19,8383745,8383995	0.135	NA	0.846	0.600
chr19,36249221,36249921	0.062	0.148	0.368	0.178
chr19,17163363,17163848	0.824	1.000	0.960	0.647
chr19,6113674,6113783	0.976	0.786	0.929	0.655
chr19,49475517,49476014	0.950	0.971	NA	0.429
chr19,1612673,1613172	0.986	0.793	0.733	NA
chr19,41025603,41026200	0.070	NA	0.321	0.007
chr19,29399650,29399931	0.143	0.400	0.679	NA
chr19,13259144,13259774	0.915	0.227	0.647	0.732
chr19,56109304,56109974	0.794	0.951	0.964	1.000
chr19,16734583,16735906	0.833	0.934	0.981	0.694
chr19,35826133,35826476	0.938	1.000	0.917	0.261
chr19,35522014,35522804	0.156	0.222	0.109	0.053
chr19,46081021,46081246	0.360	0.900	0.793	NA
chr19,28216491,28226423	0.919	0.949	0.944	0.772
chr19,32891166,32891380	0.917	0.647	NA	1.000
chr19,28846049,28850431	0.778	0.860	0.482	0.892
chr19,10400810,10401349	0.000	0.105	0.360	0.000
chr19,50892966,50893321	1.000	0.481	0.918	0.840
chr19,50371322,50371537	0.857	0.059	NA	0.396
chr19,58328101,58328779	0.714	1.000	0.864	1.000
chr19,42905357,42905906	0.067	0.231	0.091	0.386
chr19,2970492,2971311	0.855	1.000	0.976	NA
chr19,44499318,44500759	0.886	0.870	0.950	0.613
chr19,19637153,19637783	0.655	NA	0.625	0.194
chr19,18680081,18680640	0.882	0.441	0.955	NA
chr19,42858968,42859870	1.000	0.974	0.964	0.868
chr19,39983270,39984357	0.933	1.000	0.987	0.400
chr19,38833483,38834121	0.833	1.000	1.000	1.000
chr19,33875608,33876111	0.938	0.579	0.100	1.000
chr19,1078774,1079164	0.875	1.000	0.789	1.000
chr19,35916858,35918452	0.750	0.965	0.796	0.565
chr19,7891384,7891947	0.949	0.667	0.895	0.892
chr19,17379033,17379315	NA	0.091	0.200	0.652
chr19,11913526,11914172	NA	NA	0.321	1.000
chr19,24157521,24161656	0.663	0.770	0.890	0.786
chr19,795601,795946	0.968	0.562	0.857	0.825
chr19,49618158,49618635	0.072	0.737	0.371	1.000
chr19,406558,406917	0.588	0.872	0.983	NA
chr19,33669794,33670416	0.846	0.889	0.364	1.000
chr19,47742381,47744562	0.202	0.154	0.077	0.303
chr19,6248979,6249005	1.000	NA	NA	0.643
chr19,29077045,29077650	0.318	0.000	0.895	NA
chr19,1041815,1041932	0.667	NA	1.000	1.000
chr19,3549757,3550137	0.870	0.875	0.683	1.000
chr19,58041230,58043366	0.905	0.990	0.887	0.841
chr19,52678768,52679415	0.708	0.750	0.982	0.773
chr19,41011203,41012037	0.600	0.978	0.879	0.720
chr19,54410521,54411058	0.371	0.250	0.359	0.000
chr19,38609661,38610012	0.524	NA	0.889	0.917
chr19,44489848,44491712	0.948	0.861	0.995	0.925
chr19,3605689,3606105	0.944	NA	0.972	0.545
chr19,48372031,48372913	0.409	NA	0.660	0.000
chr19,47428912,47431380	0.811	0.991	0.851	0.710
chr19,51732874,51733904	0.980	0.917	0.606	1.000
chr19,54441683,54443627	0.962	0.735	0.890	0.524
chr19,30730692,30731147	0.584	NA	0.940	NA
chr19,5587453,5587698	0.838	0.730	0.833	1.000
chr19,16417714,16418303	0.898	1.000	0.846	0.711
chr19,2189732,2190120	0.788	1.000	0.765	1.000
chr19,55591636,55592151	0.648	0.000	0.797	NA
chr19,22123491,22123702	0.857	NA	1.000	NA
chr19,18774164,18774216	NA	NA	1.000	0.400
chr19,2717232,2717636	0.320	0.659	0.895	0.891
chr19,45998784,45999730	0.462	0.488	0.533	0.088
chr19,7093906,7094681	0.886	NA	0.892	1.000
chr19,50185103,50185766	0.851	0.048	0.880	0.990
chr19,56015007,56015375	0.257	0.525	0.071	0.037
chr19,41962332,41963153	0.600	0.846	0.333	0.304
chr19,38997423,38998104	0.806	0.792	0.297	0.250
chr19,57604693,57605054	1.000	0.933	0.843	1.000
chr19,56296463,56296590	0.596	1.000	NA	NA
chr19,32295837,32297707	0.514	0.814	0.646	0.442
chr19,12865351,12865823	0.805	0.888	0.524	0.750
chr19,1170468,1170814	0.848	0.661	1.000	0.986
chr19,38017115,38017726	1.000	1.000	0.789	1.000
chr19,33708965,33710153	0.929	0.816	0.816	0.633
chr19,4848213,4848648	NA	0.400	1.000	NA
chr19,6127144,6128004	0.875	0.375	0.933	NA
chr19,12217447,12217702	0.867	1.000	1.000	0.706
chr19,40040906,40043298	0.537	0.847	0.615	0.211
chr19,3036757,3037138	0.167	NA	0.444	0.900
chr19,41129530,41129635	1.000	0.750	NA	1.000
chr19,49347015,49347662	0.981	0.286	0.964	0.650
chr19,49971027,49971530	0.875	1.000	0.526	0.982
chr19,47093112,47093282	1.000	NA	0.571	1.000
chr19,47333145,47334483	0.781	0.796	0.838	0.382
chr19,34070197,34070582	1.000	0.818	NA	0.600
chr19,44065000,44066001	0.743	0.939	0.988	0.720
chr19,1781980,1782690	0.611	0.429	0.533	0.000
chr19,15259463,15260436	0.667	0.967	0.811	0.923
chr19,31049016,31050638	0.915	0.847	0.759	0.727
chr19,6501217,6502266	0.336	0.444	0.241	1.000
chr19,35409376,35411684	0.719	0.922	0.960	0.321
chr19,49830397,49830892	0.783	NA	1.000	1.000
chr19,51924169,51924250	NA	1.000	NA	0.375
chr19,36056428,36058475	0.912	0.710	0.849	0.185
chr19,5507246,5507357	0.533	0.545	0.931	0.692
chr19,33679020,33679563	0.750	1.000	NA	NA
chr19,6932560,6932753	NA	0.000	0.983	NA
chr19,8080393,8081608	1.000	1.000	0.771	0.638
chr19,6816499,6816952	0.938	0.933	0.528	0.862
chr19,4978627,4978819	1.000	NA	0.250	NA
chr19,37826318,37826548	0.720	NA	0.933	1.000
chr19,6056400,6056984	0.860	0.808	0.787	0.103
chr19,48205637,48205887	0.451	0.162	NA	0.143
chr19,11618229,11618525	0.909	0.419	0.862	0.840
chr19,8569974,8570280	NA	NA	0.171	1.000
chr19,57527803,57528073	0.400	1.000	NA	1.000
chr19,28470568,28471288	0.917	0.833	0.643	1.000
chr19,9114334,9114908	0.918	0.980	0.861	0.658
chr19,20256674,20258982	0.925	0.971	0.962	0.766
chr19,17436532,17437043	0.800	0.600	1.000	NA
chr19,58537265,58538860	0.838	0.935	0.808	1.000
chr19,28752199,28753864	0.217	0.800	0.443	0.353
chr19,1461843,1461987	0.947	NA	0.964	0.261
chr19,43721325,43722927	0.984	0.917	0.212	0.737
chr19,16479348,16480240	0.357	0.514	0.130	0.591
chr19,35423227,35424539	1.000	0.734	0.964	0.259
chr19,56613761,56613883	NA	0.731	1.000	1.000
chr19,44506273,44506457	NA	NA	0.700	0.000
chr19,35803286,35803801	0.690	0.909	0.786	1.000
chr19,45112384,45112688	0.633	1.000	0.962	1.000
chr19,28730860,28733260	0.655	0.585	0.854	0.638
chr19,49584201,49586882	0.852	0.940	0.800	0.994
chr19,47911123,47911636	0.922	0.923	0.773	0.595
chr19,54907371,54907429	0.476	1.000	0.455	NA
chr19,56711055,56711797	0.862	0.625	0.556	0.357
chr19,21634506,21635814	0.982	NA	1.000	0.657
chr19,13312031,13312865	0.963	0.633	0.841	0.913
chr19,9499047,9500472	0.837	0.815	0.867	0.433
chr19,22794238,22797342	0.766	0.880	0.924	0.125
chr19,22374270,22378844	0.930	0.740	0.987	0.914
chr19,7917999,7918370	0.241	0.091	0.845	0.175
chr19,37647609,37649240	0.892	0.936	0.990	0.807
chr19,30636090,30638530	0.895	0.891	0.912	0.626
chr19,49255997,49256372	0.000	0.308	0.000	0.000
chr19,18557281,18561075	0.952	0.843	0.944	0.795
chr19,44751730,44758861	0.963	0.909	0.862	0.766
chr19,6339175,6340247	0.778	0.989	0.945	0.985
chr19,58066695,58067767	0.982	1.000	0.859	0.967
chr19,15524818,15525162	0.828	1.000	1.000	0.957
chr19,12917707,12918041	0.383	NA	0.000	0.071
chr19,36801923,36805186	0.881	0.938	0.742	0.367
chr19,38895575,38896041	1.000	0.200	1.000	NA
chr19,418766,419554	0.702	0.707	0.809	0.000
chr19,291526,291985	0.081	0.104	0.364	0.530
chr19,3051257,3051537	NA	1.000	0.500	NA
chr19,41602865,41602973	0.571	NA	0.500	1.000
chr19,49917940,49918599	0.667	0.450	0.656	0.318
chr19,1904218,1905113	0.400	0.429	0.340	0.824
chr19,45125170,45126501	0.789	0.800	0.833	0.000
chr19,51873865,51874409	0.714	0.659	0.121	NA
chr19,44290233,44290636	1.000	0.929	0.690	0.250
chr19,29394147,29395880	0.802	0.629	0.914	0.794
chr19,2383476,2384238	0.213	0.609	0.371	0.295
chr19,20800467,20803281	0.680	0.879	0.654	0.375
chr19,21759855,21760223	NA	1.000	0.385	0.000
chr19,54112063,54112265	0.375	NA	NA	1.000
chr19,36158325,36159159	0.793	0.750	0.918	0.385
chr19,39814195,39814537	1.000	0.636	0.769	1.000
chr19,48077707,48077838	1.000	0.800	0.538	1.000
chr19,3228989,3229700	0.375	0.783	0.375	0.091
chr19,16365436,16367122	0.955	0.939	0.864	0.784
chr19,10889803,10890205	0.688	NA	1.000	1.000
chr19,45662135,45662554	0.121	NA	0.533	0.700
chr19,16555962,16558029	0.438	0.218	0.602	0.536
chr19,35726952,35727798	1.000	0.909	0.412	NA
chr19,14396282,14397032	0.821	0.660	0.897	0.911
chr19,54817172,54818008	0.933	NA	0.940	0.571
chr19,57014024,57014770	1.000	0.389	0.964	0.852
chr19,47585002,47586240	0.915	0.771	1.000	1.000
chr19,18107400,18109290	0.660	0.778	0.492	0.148
chr19,10763820,10763926	0.395	NA	0.105	NA
chr19,43423713,43427594	0.327	0.579	0.694	0.489
chr19,20754902,20761726	0.586	0.912	0.393	0.667
chr19,33461974,33462494	0.283	0.778	0.390	0.152
chr19,1727955,1728074	NA	0.333	NA	1.000
chr19,38937904,38939065	0.810	0.918	0.870	0.614
chr19,38736482,38737560	0.623	0.524	0.727	0.889
chr19,51457084,51457834	0.925	1.000	0.759	0.200
chr19,30850497,30853050	0.372	0.427	0.351	0.215
chr19,55752082,55752906	0.917	0.940	0.889	0.290
chr19,34116052,34117261	0.660	0.885	0.895	0.605
chr19,6694280,6694704	0.917	0.952	0.879	1.000
chr19,33049683,33050376	0.641	0.679	0.600	0.951
chr19,48542563,48543716	0.667	0.778	1.000	0.895
chr19,6448446,6449713	0.971	0.875	0.886	0.632
chr19,5230906,5231093	0.846	1.000	NA	0.471
chr19,9796010,9796792	0.976	1.000	0.879	0.744
chr19,13119205,13119496	0.957	0.727	0.758	0.543
chr19,3093736,3094671	0.040	0.000	NA	0.938
chr19,14896680,14898449	0.155	0.281	0.377	0.470
chr19,12977982,12978098	NA	0.333	0.919	NA
chr19,18062076,18063404	0.025	0.000	0.000	0.000
chr19,32767619,32770437	0.940	0.776	0.891	0.333
chr19,3574095,3574340	0.752	0.238	NA	0.105
chr19,2290180,2290528	0.263	0.000	0.000	0.000
chr19,43959290,43959775	0.778	NA	0.750	0.067
chr19,7674622,7675735	0.896	0.826	0.828	0.000
chr19,34737637,34738192	0.619	1.000	0.957	1.000
chr19,50057045,50057669	0.525	0.700	0.708	0.897
chr19,44736841,44737042	0.625	NA	0.952	1.000
chr19,4268509,4270384	0.784	0.768	0.940	0.688
chr19,48543831,48544674	0.840	1.000	0.698	0.293
chr19,6462802,6463608	0.967	0.792	0.925	0.780
chr19,54706036,54706679	0.613	0.906	0.708	0.385
chr19,56515672,56516440	0.944	0.886	0.790	0.615
chr19,14363180,14363194	NA	1.000	0.647	NA
chr19,45314489,45314531	1.000	NA	NA	0.000
chr19,49061470,49062097	0.370	0.429	0.242	0.000
chr19,11333105,11334014	0.639	1.000	0.667	0.775
chr19,29442073,29442692	0.164	0.704	0.850	NA
chr19,8070330,8070498	0.000	0.000	0.000	0.067
chr19,57274243,57276427	0.614	0.900	0.885	0.590
chr19,14835964,14838398	0.905	0.746	0.955	0.984
chr19,49552584,49553303	0.857	0.182	0.800	1.000
chr19,4590286,4592574	0.772	0.805	0.664	0.552
chr19,38117432,38118002	0.750	1.000	0.824	0.000
chr19,52740343,52740800	NA	0.500	0.061	NA
chr19,4719208,4719666	1.000	1.000	NA	0.833
chr19,19290241,19290473	0.944	0.550	0.643	1.000
chr19,10371550,10372126	0.977	0.909	0.761	NA
chr19,33691976,33692562	0.417	0.429	0.849	0.500
chr19,48193763,48194071	0.615	0.769	0.310	NA
chr19,53935869,53936361	0.161	0.565	0.036	0.550
chr19,14713638,14714566	1.000	1.000	0.833	0.520
chr19,7542766,7543053	0.944	1.000	NA	0.500
chr19,50467268,50467685	NA	1.000	0.643	NA
chr19,49147756,49148278	0.463	0.477	NA	0.000
chr19,29086003,29086659	1.000	1.000	0.853	1.000
chr19,16406086,16407025	0.932	0.848	0.957	0.697
chr19,51933601,51934231	0.909	0.531	0.500	0.852
chr19,33869110,33869262	0.786	0.571	0.925	0.700
chr19,34279598,34280867	0.694	0.898	0.276	0.292
chr19,1682699,1682978	0.788	0.208	0.765	1.000
chr19,40931056,40931306	0.024	NA	0.016	0.652
chr19,18219015,18220883	0.392	0.500	0.319	0.632
chr19,5048091,5048236	0.750	NA	1.000	NA
chr19,36365798,36365893	0.765	0.967	0.994	0.000
chr19,50393167,50393748	0.161	0.123	0.301	0.000
chr19,51336039,51336338	NA	NA	0.583	1.000
chr19,49867379,49867540	0.769	0.875	0.360	NA
chr19,22351849,22353512	0.833	0.957	0.718	0.508
chr19,46761067,46761626	1.000	NA	NA	0.556
chr19,32205414,32207641	0.806	0.543	0.637	0.644
chr19,12864653,12865281	0.871	1.000	0.735	NA
chr19,53960377,53961273	1.000	0.500	1.000	1.000
chr19,34771612,34772383	1.000	0.471	0.984	1.000
chr19,30860889,30861050	0.722	NA	NA	1.000
chr19,50790624,50791254	NA	1.000	1.000	0.640
chr19,7524383,7524770	0.909	NA	0.944	0.571
chr19,14391510,14391600	0.182	0.825	0.714	0.309
chr19,30327943,30329127	0.930	0.667	0.706	0.897
chr19,58830253,58830656	0.714	NA	0.895	1.000
chr19,21775612,21777814	0.319	0.385	0.723	0.604
chr19,17763083,17763629	0.829	NA	1.000	1.000
chr19,6221925,6222443	0.932	1.000	0.774	1.000
chr19,49784974,49785430	0.361	0.875	1.000	NA
chr19,45976196,45977882	0.581	0.161	0.669	0.380
chr19,44312243,44312476	NA	0.588	0.975	0.636
chr19,40367730,40368362	0.727	1.000	0.429	NA
chr19,49082682,49083505	0.860	1.000	0.840	1.000
chr19,3553948,3554741	0.239	0.308	0.628	0.545
chr19,52993186,52993422	NA	1.000	NA	0.000
chr19,9849331,9849771	0.222	NA	0.923	0.677
chr19,51057309,51057924	0.818	0.857	1.000	1.000
chr19,42014888,42015058	0.692	0.684	NA	0.000
chr19,23578239,23578685	0.043	0.032	0.015	0.800
chr19,49019649,49020223	0.913	0.667	1.000	1.000
chr19,36681305,36682583	0.867	0.854	1.000	1.000
chr19,24275738,24278946	0.947	0.646	0.857	0.815
chr19,29404058,29404864	0.610	NA	0.893	0.452
chr19,41245243,41247333	0.752	0.841	0.957	0.924
chr19,46406058,46406361	0.000	0.083	0.318	0.000
chr19,18199232,18202771	0.236	0.353	0.410	0.381
chr19,37264323,37265591	0.820	0.171	0.147	0.120
chr19,41044327,41045021	0.560	0.895	0.857	0.921
chr19,11007561,11008312	0.268	NA	0.667	1.000
chr19,54920457,54920843	0.374	0.500	0.863	0.607
chr19,36439369,36439559	NA	0.571	1.000	1.000
chr19,17305849,17305987	NA	NA	1.000	0.500
chr19,1559869,1561252	0.328	NA	0.606	0.379
chr19,16149684,16150199	0.986	1.000	0.933	0.500
chr19,14632678,14633663	0.750	0.893	0.919	0.562
chr19,11394304,11395614	0.828	0.981	0.979	0.488
chr19,36175227,36175522	0.952	0.706	1.000	NA
chr19,7597309,7597794	0.971	NA	0.969	0.108
chr19,770655,772333	0.452	0.686	0.396	0.138
chr19,58838340,58838568	0.000	NA	0.233	NA
chr19,4525026,4525491	0.333	NA	0.952	0.040
chr19,47804098,47804493	0.737	0.400	0.985	0.759
chr19,19391078,19391208	NA	1.000	1.000	0.735
chr19,11736970,11737338	0.845	0.785	0.762	0.412
chr19,31432489,31433882	0.625	0.821	0.600	1.000
chr19,12863041,12863589	0.831	0.988	NA	0.231
chr19,17576262,17576587	0.962	NA	0.432	0.808
chr19,46518444,46518641	0.019	NA	0.000	0.148
chr19,53559744,53560264	0.867	1.000	1.000	0.588
chr19,49303455,49303533	NA	NA	1.000	0.500
chr19,45034774,45035653	0.136	0.588	0.857	NA
chr19,36447074,36447774	0.319	0.805	0.476	0.911
chr19,38270197,38270761	0.137	0.087	0.000	0.015
chr19,15812743,15814129	0.270	0.294	0.515	0.808
chr19,20848681,20851058	0.621	0.833	0.645	0.839
chr19,16590116,16590376	0.821	1.000	0.690	0.568
chr19,32517292,32517823	0.167	0.027	0.421	NA
chr19,9208036,9209097	0.968	0.583	0.463	0.943
chr19,55363876,55367596	0.862	0.750	0.657	0.797
chr19,58712822,58713901	0.833	0.562	0.947	1.000
chr19,40801160,40801502	1.000	0.950	0.358	NA
chr19,14153565,14154028	0.312	0.867	0.658	0.938
chr19,2359557,2360028	0.950	NA	0.600	0.571
chr19,30117272,30118843	0.795	0.949	0.731	0.962
chr19,2834857,2835240	0.333	NA	1.000	NA
chr19,41268665,41269486	0.914	0.714	0.978	0.829
chr19,57607158,57608897	0.646	0.591	0.804	0.798
chr19,48713441,48714927	0.897	0.871	0.492	0.667
chr19,1030859,1032474	0.847	0.851	0.627	0.794
chr19,47265710,47266063	NA	0.250	0.700	0.714
chr19,19108568,19110332	0.889	0.640	0.672	0.778
chr19,10935936,10936515	1.000	1.000	0.886	1.000
chr19,50565266,50567278	0.773	0.575	0.884	0.860
chr19,52126812,52127161	0.895	1.000	0.586	0.962
chr19,7937994,7938716	0.282	0.000	0.563	0.090
chr19,10111209,10111825	0.118	0.917	0.176	NA
chr19,4787250,4787806	0.733	0.965	0.750	1.000
chr19,58473543,58474084	0.949	NA	0.955	0.231
chr19,11047884,11048410	0.964	NA	0.500	0.838
chr19,42730278,42730479	0.846	1.000	0.455	NA
chr19,58145082,58146022	0.290	0.000	0.357	0.500
chr19,38788137,38789410	0.908	0.872	0.898	0.535
chr19,37245518,37245886	0.846	0.800	NA	0.154
chr19,11352412,11352513	0.727	0.625	0.583	1.000
chr19,31471129,31471804	0.467	0.786	0.944	0.900
chr19,55971354,55971785	0.512	0.955	0.880	0.359
chr19,18873088,18873468	0.521	NA	0.931	0.667
chr19,3394676,3394788	1.000	NA	0.500	NA
chr19,50344484,50344991	0.767	0.769	0.103	1.000
chr19,13997991,13998140	0.950	0.250	0.938	1.000
chr19,51882985,51883907	0.966	0.843	0.838	0.071
chr19,17285479,17285665	1.000	NA	NA	0.533
chr19,16598977,16600218	0.952	1.000	0.660	0.761
chr19,23974198,23975565	0.833	1.000	0.811	0.684
chr19,1575395,1575924	0.846	0.895	0.800	0.441
chr19,40099352,40100348	0.976	NA	0.850	1.000
chr19,46499715,46500014	1.000	0.746	0.590	1.000
chr19,18888635,18888722	0.875	0.545	0.167	NA
chr19,54500801,54501616	0.463	0.308	0.783	0.862
chr19,34036879,34038752	0.768	0.778	0.898	0.000
chr19,10131598,10132159	0.789	NA	0.708	0.382
chr19,11795338,11799140	0.945	0.896	0.750	0.956
chr19,40696278,40696467	0.385	NA	0.304	0.762
chr19,39431831,39433045	0.724	0.965	0.926	NA
chr19,4470545,4470967	0.455	NA	0.095	NA
chr19,20419850,20421158	0.975	0.941	0.718	0.647
chr19,14338426,14340542	0.733	0.947	0.172	0.397
chr19,43562633,43564262	0.308	0.962	0.895	0.667
chr19,52374595,52377774	0.953	0.984	0.990	0.885
chr19,32154815,32155756	0.864	1.000	0.783	1.000
chr19,29406987,29408734	0.432	0.852	0.925	0.278
chr19,4859861,4860320	0.448	0.909	0.718	0.105
chr19,39095934,39096359	1.000	NA	0.952	0.286
chr19,31084459,31085166	0.783	NA	0.562	1.000
chr19,10625337,10626829	0.414	0.594	0.741	0.263
chr19,43892337,43893880	0.407	0.598	0.554	0.482
chr19,54774818,54776096	0.818	0.700	0.074	NA
chr19,13626990,13627327	0.235	0.250	0.500	0.000
chr19,22606532,22606845	0.786	NA	0.889	1.000
chr19,2012188,2012377	0.846	0.891	0.407	0.880
chr19,51064768,51065330	0.895	1.000	0.550	0.714
chr19,30930075,30932083	0.644	0.867	0.916	0.704
chr19,31892548,31894537	0.833	0.811	0.910	0.688
chr19,27742715,27743010	1.000	0.900	0.850	0.281
chr19,32106559,32107143	0.522	0.962	0.545	1.000
chr19,48731679,48733927	0.912	0.956	0.926	0.714
chr19,49020260,49020571	0.805	0.837	0.994	NA
chr19,28517440,28521391	0.386	0.524	0.375	0.983
chr19,3432971,3433349	0.786	0.947	0.758	1.000
chr19,4116480,4116819	NA	NA	0.250	1.000
chr19,45630954,45631218	0.429	0.875	0.750	1.000
chr19,11568874,11568921	1.000	NA	NA	0.700
chr19,42579385,42579611	0.000	0.000	0.220	0.000
chr19,32427716,32429367	0.712	1.000	0.959	NA
chr19,18215732,18216100	0.562	NA	0.900	NA
chr19,47323890,47324238	0.741	0.811	0.667	0.235
chr19,36871268,36871515	1.000	1.000	0.840	1.000
chr19,29769534,29770424	0.762	0.571	0.900	0.378
chr19,43482967,43485011	0.700	0.944	0.900	0.455
chr19,23481693,23490636	0.854	0.630	0.563	0.350
chr19,27836465,27837833	0.264	0.592	0.424	0.541
chr19,39739243,39739759	0.825	0.200	0.754	1.000
chr19,50593940,50594722	0.188	1.000	0.586	NA
chr19,14274630,14275471	0.917	0.750	0.979	0.955
chr19,7614944,7615192	0.782	1.000	NA	NA
chr19,18724770,18725379	0.512	0.384	0.845	NA
chr19,38343595,38344387	0.500	0.939	0.915	0.829
chr19,29411488,29412384	0.471	0.474	0.710	NA
chr19,36156412,36156628	1.000	1.000	1.000	0.667
chr19,32615437,32616557	1.000	1.000	0.750	0.440
chr19,56123141,56124199	0.744	0.500	0.773	0.976
chr19,2291981,2292787	0.800	0.947	0.943	0.531
chr19,31139562,31140623	0.607	0.902	0.898	0.200
chr19,2100429,2100642	0.692	NA	NA	1.000
chr19,30703999,30704593	0.943	0.962	0.771	0.691
chr19,3827186,3827643	0.964	0.154	0.859	NA
chr19,31525351,31525945	NA	1.000	NA	0.706
chr19,41503006,41504139	0.810	0.650	0.786	0.211
chr19,48352187,48352838	0.245	0.310	0.013	0.113
chr19,43084126,43084615	0.667	1.000	1.000	NA
